company,ticker,fiscal_year,n_ai_sentences_8k,ai_sentiment_8k,n_ai_sentences_10k,ai_sentiment_10k,sentiment_distance,flag,8k_doc_id,8k_filing_date,10k_doc_id,8k_url,10k_url
ORACLE CORP,ORCL,2017,0,,1,-0.9141,,LOW_AI_SENTENCE_COUNT,ae6c13be8666ca5d,2016-12-15,4d99f8932a980315,https://www.sec.gov/Archives/edgar/data/1341439/000119312516794455/d309371dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312517214833/d385998d10k.htm
ORACLE CORP,ORCL,2017,0,,1,-0.9141,,LOW_AI_SENTENCE_COUNT,081d7738d7ead949,2016-09-15,4d99f8932a980315,https://www.sec.gov/Archives/edgar/data/1341439/000119312516710982/d239177dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312517214833/d385998d10k.htm
ORACLE CORP,ORCL,2017,0,,1,-0.9141,,LOW_AI_SENTENCE_COUNT,70954017bff2b805,2016-09-07,4d99f8932a980315,https://www.sec.gov/Archives/edgar/data/1341439/000119312516702358/d246757dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312517214833/d385998d10k.htm
ORACLE CORP,ORCL,2017,0,,1,-0.9141,,LOW_AI_SENTENCE_COUNT,642e4ec9c7bd45e9; 0391d8e9a09af29e,2016-08-01,4d99f8932a980315,https://www.sec.gov/Archives/edgar/data/1341439/000119312516666792/d180474dex991.htm; https://www.sec.gov/Archives/edgar/data/1341439/000119312516666792/d180474dex992.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312517214833/d385998d10k.htm
ORACLE CORP,ORCL,2016,0,,1,-0.9141,,LOW_AI_SENTENCE_COUNT,d959ac259af11aa5,2016-06-16,8f3a6946007bd801,https://www.sec.gov/Archives/edgar/data/1341439/000119312516623620/d200599dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312516628942/d203801d10k.htm
ORACLE CORP,ORCL,2016,0,,1,-0.9141,,LOW_AI_SENTENCE_COUNT,0bb9ca85363b8d2a,2016-03-15,8f3a6946007bd801,https://www.sec.gov/Archives/edgar/data/1341439/000119312516505164/d118836dex991.htm,https://www.sec.gov/Archives/edgar/data/1341439/000119312516628942/d203801d10k.htm
"Salesforce, Inc.",CRM,2026,12,0.6572,40,-0.2246,0.8818,,48bffed0fa1e7883,2025-11-18,0da1bd22b917639a,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000207/ex991-infaclosingpressrele.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm
"Salesforce, Inc.",CRM,2026,5,0.7023,40,-0.2246,0.9269,,bed002e9ad16c0e0,2025-10-16,0da1bd22b917639a,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000168/ex991-investordaypressrele.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm
"Salesforce, Inc.",CRM,2026,18,0.4896,40,-0.2246,0.7142,,f1dc964367d70638,2025-05-27,0da1bd22b917639a,https://www.sec.gov/Archives/edgar/data/1108524/000119312525126271/d866821dex991.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm
"Salesforce, Inc.",CRM,2025,2,0.1564,26,-0.1576,0.314,LOW_AI_SENTENCE_COUNT,c45d2fe63a0b5bff,2025-02-05,44a426a669eb0ab2,https://www.sec.gov/Archives/edgar/data/1108524/000119312525020881/d926032dex991.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000006/crm-20250131.htm
"Salesforce, Inc.",CRM,2025,3,0.3476,26,-0.1576,0.5052,LOW_AI_SENTENCE_COUNT,5bce231c0a632595,2024-09-05,44a426a669eb0ab2,https://www.sec.gov/Archives/edgar/data/1108524/000110852424000024/a090524-ex991pressrelease.htm,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000006/crm-20250131.htm
